Story,Reality Question,Reality Answer,Memory Question,Memory Answer,First-Order Belief A Question,First-Order Belief A Answer,First-Order Belief B Question,First-Order Belief B Answer,Second-Order Belief A Question,Second-Order Belief A Answer,Second-Order Belief B Question,Second-Order Belief B Answer
"1. Hannah entered the sunroom.
2. Avery entered the sunroom.
3. Jacob dislikes the trousers
4. Jacob entered the hallway.
5. The lettuce is in the envelope.
6. Hannah moved the lettuce to the pantry.
7. Avery exited the sunroom.
8. Hannah exited the sunroom.
9. Avery entered the sunroom.",Where is the lettuce really?,pantry,Where was the lettuce at the beginning?,envelope,Where will Hannah look for the lettuce?,pantry,Where will Avery look for the lettuce?,pantry,Where does Hannah think that Avery searches for the lettuce?,pantry,Where does Avery think that Hannah searches for the lettuce?,pantry
"1. Lucas entered the basement.
2. Oliver entered the basement.
3. Lucas exited the basement.
4. Ella entered the basement.
5. Lucas likes the belt
6. The slippers is in the drawer.
7. Ella moved the slippers to the pantry.
8. Oliver loves the shoes
9. Oliver exited the basement.
10. Oliver entered the porch.",Where is the slippers really?,pantry,Where was the slippers at the beginning?,drawer,Where will Ella look for the slippers?,pantry,Where will Oliver look for the slippers?,pantry,Where does Ella think that Oliver searches for the slippers?,pantry,Where does Oliver think that Ella searches for the slippers?,pantry
"1. Amelia hates the broccoli
2. Chloe is in the bathroom.
3. Isla entered the bathroom.
4. Chloe dislikes the beans
5. The tie is in the envelope.
6. Chloe moved the tie to the cupboard.
7. Isla exited the bathroom.
8. Isla entered the laundry.",Where is the tie really?,cupboard,Where was the tie at the beginning?,envelope,Where will Chloe look for the tie?,cupboard,Where will Isla look for the tie?,cupboard,Where does Chloe think that Isla searches for the tie?,cupboard,Where does Isla think that Chloe searches for the tie?,cupboard
"1. Abigail entered the back_yard.
2. Chloe entered the back_yard.
3. Emily entered the back_yard.
4. The grapefruit is in the crate.
5. Chloe hates the belt
6. Emily exited the back_yard.
7. Abigail likes the jacket
8. Chloe moved the grapefruit to the envelope.
9. Abigail exited the back_yard.",Where is the grapefruit really?,envelope,Where was the grapefruit at the beginning?,crate,Where will Chloe look for the grapefruit?,envelope,Where will Abigail look for the grapefruit?,envelope,Where does Chloe think that Abigail searches for the grapefruit?,envelope,Where does Abigail think that Chloe searches for the grapefruit?,envelope
"1. Ella entered the workshop.
2. Jack entered the workshop.
3. The pineapple is in the suitcase.
4. Mason dislikes the grapes
5. Ella exited the workshop.
6. Ella entered the lounge.
7. Jack moved the pineapple to the envelope.",Where is the pineapple really?,envelope,Where was the pineapple at the beginning?,suitcase,Where will Jack look for the pineapple?,envelope,Where will Ella look for the pineapple?,suitcase,Where does Jack think that Ella searches for the pineapple?,suitcase,Where does Ella think that Jack searches for the pineapple?,suitcase
"1. Mason entered the porch.
2. Evelyn entered the porch.
3. Mason likes the tomato
4. Aria entered the porch.
5. The cucumber is in the bathtub.
6. Mason exited the porch.
7. Evelyn moved the cucumber to the container.",Where is the cucumber really?,container,Where was the cucumber at the beginning?,bathtub,Where will Evelyn look for the cucumber?,container,Where will Mason look for the cucumber?,bathtub,Where does Evelyn think that Mason searches for the cucumber?,container,Where does Mason think that Evelyn searches for the cucumber?,container
"1. Isabella entered the crawlspace.
2. Liam loves the shoes
3. Liam entered the crawlspace.
4. The undershirt is in the drawer.
5. Isabella moved the undershirt to the crate.
6. Chloe entered the crawlspace.
7. Liam exited the crawlspace.
8. Chloe likes the grapes
9. Chloe exited the crawlspace.
10. Liam entered the dining_room.",Where is the undershirt really?,crate,Where was the undershirt at the beginning?,drawer,Where will Isabella look for the undershirt?,crate,Where will Liam look for the undershirt?,crate,Where does Isabella think that Liam searches for the undershirt?,crate,Where does Liam think that Isabella searches for the undershirt?,crate
"1. Aria entered the closet.
2. Hunter entered the closet.
3. The lettuce is in the bathtub.
4. Aria exited the closet.
5. Aria entered the closet.
6. Hunter moved the lettuce to the pantry.",Where is the lettuce really?,pantry,Where was the lettuce at the beginning?,bathtub,Where will Hunter look for the lettuce?,pantry,Where will Aria look for the lettuce?,pantry,Where does Hunter think that Aria searches for the lettuce?,pantry,Where does Aria think that Hunter searches for the lettuce?,pantry
"1. Avery loves the potato
2. Owen entered the playroom.
3. Avery entered the playroom.
4. Carter entered the playroom.
5. The eggplant is in the pantry.
6. Owen exited the playroom.
7. Avery moved the eggplant to the envelope.
8. Carter likes the underclothes
9. Avery exited the playroom.
10. Carter exited the playroom.
11. Owen entered the front_yard.",Where is the eggplant really?,envelope,Where was the eggplant at the beginning?,pantry,Where will Avery look for the eggplant?,envelope,Where will Owen look for the eggplant?,pantry,Where does Avery think that Owen searches for the eggplant?,pantry,Where does Owen think that Avery searches for the eggplant?,pantry
"1. Liam entered the garden.
2. Jacob entered the garden.
3. The dress is in the envelope.
4. Jacob exited the garden.
5. Ella entered the garden.
6. Liam moved the dress to the bottle.
7. Ella exited the garden.
8. Jacob entered the garage.",Where is the dress really?,bottle,Where was the dress at the beginning?,envelope,Where will Liam look for the dress?,bottle,Where will Jacob look for the dress?,envelope,Where does Liam think that Jacob searches for the dress?,bottle,Where does Jacob think that Liam searches for the dress?,bottle
"1. Sophia loves the sweater
2. Isabella entered the hall.
3. Jacob entered the hall.
4. The peach is in the cupboard.
5. Jacob exited the hall.
6. Isabella moved the peach to the box.
7. Jacob entered the hall.
8. Jacob loves the sweatshirt",Where is the peach really?,box,Where was the peach at the beginning?,cupboard,Where will Isabella look for the peach?,box,Where will Jacob look for the peach?,box,Where does Isabella think that Jacob searches for the peach?,box,Where does Jacob think that Isabella searches for the peach?,box
"1. Jayden entered the porch.
2. Charlotte entered the porch.
3. Charlotte hates the corn
4. The watermelon is in the treasure_chest.
5. Charlotte exited the porch.
6. Jayden moved the watermelon to the suitcase.
7. Charlotte entered the porch.
8. Abigail entered the den.
9. Abigail likes the belt",Where is the watermelon really?,suitcase,Where was the watermelon at the beginning?,treasure_chest,Where will Jayden look for the watermelon?,suitcase,Where will Charlotte look for the watermelon?,suitcase,Where does Jayden think that Charlotte searches for the watermelon?,suitcase,Where does Charlotte think that Jayden searches for the watermelon?,suitcase
"1. Charlotte entered the sunroom.
2. Isabella entered the sunroom.
3. Charlotte dislikes the grapes
4. The potato is in the container.
5. Isabella dislikes the potato
6. Charlotte moved the potato to the crate.
7. Isabella exited the sunroom.",Where is the potato really?,crate,Where was the potato at the beginning?,container,Where will Charlotte look for the potato?,crate,Where will Isabella look for the potato?,crate,Where does Charlotte think that Isabella searches for the potato?,crate,Where does Isabella think that Charlotte searches for the potato?,crate
"1. Lily hates the jeans
2. Ethan entered the pantry.
3. Isabella entered the pantry.
4. The belt is in the basket.
5. Lily entered the bedroom.
6. Lily exited the bedroom.
7. Isabella hates the trousers
8. Ethan moved the belt to the cupboard.
9. Isabella exited the pantry.",Where is the belt really?,cupboard,Where was the belt at the beginning?,basket,Where will Ethan look for the belt?,cupboard,Where will Isabella look for the belt?,cupboard,Where does Ethan think that Isabella searches for the belt?,cupboard,Where does Isabella think that Ethan searches for the belt?,cupboard
"1. Nathan entered the kitchen.
2. Jackson entered the kitchen.
3. The peas is in the treasure_chest.
4. Oliver entered the kitchen.
5. Jackson exited the kitchen.
6. Jackson entered the kitchen.
7. Nathan moved the peas to the bucket.",Where is the peas really?,bucket,Where was the peas at the beginning?,treasure_chest,Where will Nathan look for the peas?,bucket,Where will Jackson look for the peas?,bucket,Where does Nathan think that Jackson searches for the peas?,bucket,Where does Jackson think that Nathan searches for the peas?,bucket
"1. Lucas entered the living_room.
2. Mia entered the living_room.
3. The sweatshirt is in the bottle.
4. Mia moved the sweatshirt to the suitcase.
5. Lucas exited the living_room.",Where is the sweatshirt really?,suitcase,Where was the sweatshirt at the beginning?,bottle,Where will Mia look for the sweatshirt?,suitcase,Where will Lucas look for the sweatshirt?,suitcase,Where does Mia think that Lucas searches for the sweatshirt?,suitcase,Where does Lucas think that Mia searches for the sweatshirt?,suitcase
"1. Aiden entered the staircase.
2. Noah hates the pineapple
3. Hannah entered the master_bedroom.
4. Noah entered the master_bedroom.
5. The grapefruit is in the pantry.
6. Noah exited the master_bedroom.
7. Noah entered the staircase.
8. Hannah moved the grapefruit to the container.",Where is the grapefruit really?,container,Where was the grapefruit at the beginning?,pantry,Where will Hannah look for the grapefruit?,container,Where will Noah look for the grapefruit?,pantry,Where does Hannah think that Noah searches for the grapefruit?,pantry,Where does Noah think that Hannah searches for the grapefruit?,pantry
"1. Aria entered the attic.
2. Emma entered the attic.
3. The celery is in the bathtub.
4. Lily entered the hallway.
5. Aria exited the attic.
6. Emma moved the celery to the cupboard.
7. Emma exited the attic.
8. Aria entered the hallway.",Where is the celery really?,cupboard,Where was the celery at the beginning?,bathtub,Where will Emma look for the celery?,cupboard,Where will Aria look for the celery?,bathtub,Where does Emma think that Aria searches for the celery?,bathtub,Where does Aria think that Emma searches for the celery?,bathtub
"1. Alexander entered the sunroom.
2. Mila likes the melon
3. Mila entered the sunroom.
4. The grapes is in the drawer.
5. Mila exited the sunroom.
6. Mila entered the pantry.
7. Alexander moved the grapes to the bathtub.",Where is the grapes really?,bathtub,Where was the grapes at the beginning?,drawer,Where will Alexander look for the grapes?,bathtub,Where will Mila look for the grapes?,drawer,Where does Alexander think that Mila searches for the grapes?,drawer,Where does Mila think that Alexander searches for the grapes?,drawer
"1. Ethan dislikes the apple
2. Ethan entered the crawlspace.
3. Jayden entered the crawlspace.
4. The sweater is in the treasure_chest.
5. Ethan moved the sweater to the basket.
6. Jayden exited the crawlspace.",Where is the sweater really?,basket,Where was the sweater at the beginning?,treasure_chest,Where will Ethan look for the sweater?,basket,Where will Jayden look for the sweater?,basket,Where does Ethan think that Jayden searches for the sweater?,basket,Where does Jayden think that Ethan searches for the sweater?,basket
