Story,Reality Question,Reality Answer,Memory Question,Memory Answer,First-Order Belief A Question,First-Order Belief A Answer,First-Order Belief B Question,First-Order Belief B Answer,Second-Order Belief A Question,Second-Order Belief A Answer,Second-Order Belief B Question,Second-Order Belief B Answer
"1. Stuffed bunny with bow dislikes the pear
2. Lucas entered the back_yard.
3. Mia hates the asparagus
4. Stuffed bunny with bow entered the garden.
5. Mia entered the garden.
6. The shoes is in the bottle.
7. Lucas exited the back_yard.
8. Stuffed bunny with bow moved the shoes to the box.
9. Mia exited the garden.",Where is the shoes really?,box,Where was the shoes at the beginning?,bottle,Where will Stuffed bunny with bow look for the shoes?,box,Where will Mia look for the shoes?,box,Where does Stuffed bunny with bow think that Mia searches for the shoes?,box,Where does Mia think that Stuffed bunny with bow searches for the shoes?,box
"1. Benjamin dislikes the gloves
2. Carter entered the back_yard.
3. Toy horse with mane entered the back_yard.
4. The onion is in the container.
5. Toy horse with mane moved the onion to the crate.
6. Carter exited the back_yard.",Where is the onion really?,crate,Where was the onion at the beginning?,container,Where will Toy horse with mane look for the onion?,crate,Where will Carter look for the onion?,crate,Where does Toy horse with mane think that Carter searches for the onion?,crate,Where does Carter think that Toy horse with mane searches for the onion?,crate
"1. Lily entered the garden.
2. Toy robot with painted face entered the living_room.
3. Hannah entered the garden.
4. The hat is in the bucket.
5. Hannah likes the plum
6. Hannah exited the garden.
7. Toy robot with painted face exited the living_room.
8. Hannah entered the garden.
9. Lily moved the hat to the bottle.",Where is the hat really?,bottle,Where was the hat at the beginning?,bucket,Where will Lily look for the hat?,bottle,Where will Hannah look for the hat?,bottle,Where does Lily think that Hannah searches for the hat?,bottle,Where does Hannah think that Lily searches for the hat?,bottle
"1. Lily loves the sweatshirt
2. Lily entered the back_yard.
3. Sock puppet with yarn hair entered the back_yard.
4. Sock puppet with yarn hair loves the broccoli
5. Alexander entered the lounge.
6. The raincoat is in the pantry.
7. Sock puppet with yarn hair exited the back_yard.
8. Alexander exited the lounge.
9. Lily moved the raincoat to the container.
10. Lily exited the back_yard.
11. Sock puppet with yarn hair entered the lounge.",Where is the raincoat really?,container,Where was the raincoat at the beginning?,pantry,Where will Lily look for the raincoat?,container,Where will Sock puppet with yarn hair look for the raincoat?,pantry,Where does Lily think that Sock puppet with yarn hair searches for the raincoat?,pantry,Where does Sock puppet with yarn hair think that Lily searches for the raincoat?,pantry
"1. Aria entered the kitchen.
2. Toy cow with bell entered the kitchen.
3. The undershirt is in the pantry.
4. Toy cow with bell moved the undershirt to the container.
5. Aria exited the kitchen.
6. Toy cow with bell likes the belt
7. Aria entered the cellar.",Where is the undershirt really?,container,Where was the undershirt at the beginning?,pantry,Where will Toy cow with bell look for the undershirt?,container,Where will Aria look for the undershirt?,container,Where does Toy cow with bell think that Aria searches for the undershirt?,container,Where does Aria think that Toy cow with bell searches for the undershirt?,container
"1. Ella entered the garden.
2. Sock puppet with yarn hair entered the garden.
3. The pajamas is in the bathtub.
4. Ella exited the garden.
5. Isla entered the garden.
6. Ella entered the bathroom.
7. Sock puppet with yarn hair moved the pajamas to the treasure_chest.",Where is the pajamas really?,treasure_chest,Where was the pajamas at the beginning?,bathtub,Where will Sock puppet with yarn hair look for the pajamas?,treasure_chest,Where will Ella look for the pajamas?,bathtub,Where does Sock puppet with yarn hair think that Ella searches for the pajamas?,treasure_chest,Where does Ella think that Sock puppet with yarn hair searches for the pajamas?,treasure_chest
"1. Hannah entered the sunroom.
2. Puppet with big nose entered the sunroom.
3. Jacob dislikes the trousers
4. Jacob entered the hallway.
5. The lettuce is in the envelope.
6. Hannah moved the lettuce to the pantry.
7. Puppet with big nose exited the sunroom.
8. Hannah exited the sunroom.
9. Puppet with big nose entered the sunroom.",Where is the lettuce really?,pantry,Where was the lettuce at the beginning?,envelope,Where will Hannah look for the lettuce?,pantry,Where will Puppet with big nose look for the lettuce?,pantry,Where does Hannah think that Puppet with big nose searches for the lettuce?,pantry,Where does Puppet with big nose think that Hannah searches for the lettuce?,pantry
"1. Lucas entered the basement.
2. Toy soldier with helmet entered the basement.
3. Lucas exited the basement.
4. Ella entered the basement.
5. Lucas likes the belt
6. The slippers is in the drawer.
7. Ella moved the slippers to the pantry.
8. Toy soldier with helmet loves the shoes
9. Toy soldier with helmet exited the basement.
10. Toy soldier with helmet entered the porch.",Where is the slippers really?,pantry,Where was the slippers at the beginning?,drawer,Where will Ella look for the slippers?,pantry,Where will Toy soldier with helmet look for the slippers?,pantry,Where does Ella think that Toy soldier with helmet searches for the slippers?,pantry,Where does Toy soldier with helmet think that Ella searches for the slippers?,pantry
"1. Amelia hates the broccoli
2. Chloe is in the bathroom.
3. Isla entered the bathroom.
4. Chloe dislikes the beans
5. The tie is in the envelope.
6. Chloe moved the tie to the cupboard.
7. Isla exited the bathroom.
8. Isla entered the laundry.",Where is the tie really?,cupboard,Where was the tie at the beginning?,envelope,Where will Chloe look for the tie?,cupboard,Where will Isla look for the tie?,cupboard,Where does Chloe think that Isla searches for the tie?,cupboard,Where does Isla think that Chloe searches for the tie?,cupboard
"1. Abigail entered the back_yard.
2. Plush sheep with wool entered the back_yard.
3. Emily entered the back_yard.
4. The grapefruit is in the crate.
5. Plush sheep with wool hates the belt
6. Emily exited the back_yard.
7. Abigail likes the jacket
8. Plush sheep with wool moved the grapefruit to the envelope.
9. Abigail exited the back_yard.",Where is the grapefruit really?,envelope,Where was the grapefruit at the beginning?,crate,Where will Plush sheep with wool look for the grapefruit?,envelope,Where will Abigail look for the grapefruit?,envelope,Where does Plush sheep with wool think that Abigail searches for the grapefruit?,envelope,Where does Abigail think that Plush sheep with wool searches for the grapefruit?,envelope
"1. Ella entered the workshop.
2. Doll with pink dress entered the workshop.
3. The pineapple is in the suitcase.
4. Mason dislikes the grapes
5. Ella exited the workshop.
6. Ella entered the lounge.
7. Doll with pink dress moved the pineapple to the envelope.",Where is the pineapple really?,envelope,Where was the pineapple at the beginning?,suitcase,Where will Doll with pink dress look for the pineapple?,envelope,Where will Ella look for the pineapple?,suitcase,Where does Doll with pink dress think that Ella searches for the pineapple?,suitcase,Where does Ella think that Doll with pink dress searches for the pineapple?,suitcase
"1. Mason entered the porch.
2. Doll with freckles entered the porch.
3. Mason likes the tomato
4. Aria entered the porch.
5. The cucumber is in the bathtub.
6. Mason exited the porch.
7. Doll with freckles moved the cucumber to the container.",Where is the cucumber really?,container,Where was the cucumber at the beginning?,bathtub,Where will Doll with freckles look for the cucumber?,container,Where will Mason look for the cucumber?,bathtub,Where does Doll with freckles think that Mason searches for the cucumber?,container,Where does Mason think that Doll with freckles searches for the cucumber?,container
"1. Isabella entered the crawlspace.
2. Stuffed owl with wings loves the shoes
3. Stuffed owl with wings entered the crawlspace.
4. The undershirt is in the drawer.
5. Isabella moved the undershirt to the crate.
6. Chloe entered the crawlspace.
7. Stuffed owl with wings exited the crawlspace.
8. Chloe likes the grapes
9. Chloe exited the crawlspace.
10. Stuffed owl with wings entered the dining_room.",Where is the undershirt really?,crate,Where was the undershirt at the beginning?,drawer,Where will Isabella look for the undershirt?,crate,Where will Stuffed owl with wings look for the undershirt?,crate,Where does Isabella think that Stuffed owl with wings searches for the undershirt?,crate,Where does Stuffed owl with wings think that Isabella searches for the undershirt?,crate
"1. Aria entered the closet.
2. Doll with curly hair entered the closet.
3. The lettuce is in the bathtub.
4. Aria exited the closet.
5. Aria entered the closet.
6. Doll with curly hair moved the lettuce to the pantry.",Where is the lettuce really?,pantry,Where was the lettuce at the beginning?,bathtub,Where will Doll with curly hair look for the lettuce?,pantry,Where will Aria look for the lettuce?,pantry,Where does Doll with curly hair think that Aria searches for the lettuce?,pantry,Where does Aria think that Doll with curly hair searches for the lettuce?,pantry
"1. Toy robot with painted face loves the potato
2. Owen entered the playroom.
3. Toy robot with painted face entered the playroom.
4. Carter entered the playroom.
5. The eggplant is in the pantry.
6. Owen exited the playroom.
7. Toy robot with painted face moved the eggplant to the envelope.
8. Carter likes the underclothes
9. Toy robot with painted face exited the playroom.
10. Carter exited the playroom.
11. Owen entered the front_yard.",Where is the eggplant really?,envelope,Where was the eggplant at the beginning?,pantry,Where will Toy robot with painted face look for the eggplant?,envelope,Where will Owen look for the eggplant?,pantry,Where does Toy robot with painted face think that Owen searches for the eggplant?,pantry,Where does Owen think that Toy robot with painted face searches for the eggplant?,pantry
"1. Liam entered the garden.
2. Doll with pigtails entered the garden.
3. The dress is in the envelope.
4. Doll with pigtails exited the garden.
5. Ella entered the garden.
6. Liam moved the dress to the bottle.
7. Ella exited the garden.
8. Doll with pigtails entered the garage.",Where is the dress really?,bottle,Where was the dress at the beginning?,envelope,Where will Liam look for the dress?,bottle,Where will Doll with pigtails look for the dress?,envelope,Where does Liam think that Doll with pigtails searches for the dress?,bottle,Where does Doll with pigtails think that Liam searches for the dress?,bottle
